CMOR Table aero: Monthly Mean Aerosol-Related Fields,,,,,aero,mon,,,,,,,,,,,,,,,,
1.0,Load of Dry Aerosol Primary Organic Matter,kg m-2,atmosphere_primary_organic_content,,loadpoa,atmosphere_mass_content_of_primary_particulate_organic_matter_dry_aerosol,,kg m-2,time: mean,,,,,,real,longitude latitude time,loadpoa,aerosol,,area: areacella,,
1.0,Load of Dry Aerosol Secondary Organic Matter,kg m-2,atmosphere_secondary_organic_content,,loadsoa,atmosphere_mass_content_of_secondary_particulate_organic_matter_dry_aerosol,,kg m-2,time: mean,,,,,,real,longitude latitude time,loadsoa,aerosol,,area: areacella,,
1.0,Load of Black Carbon Aerosol,kg m-2,atmosphere_black_carbon_content,,loadbc,atmosphere_mass_content_of_black_carbon_dry_aerosol,,kg m-2,time: mean,,,,,,real,longitude latitude time,loadbc,aerosol,,area: areacella,,
1.0,Load of SO4,kg m-2,atmosphere_sulfate_content,"Is this ""dry"" or ""ambient""?",loadso4,atmosphere_mass_content_of_sulfate_dry_aerosol,,kg m-2,time: mean,,,,,,real,longitude latitude time,loadso4,aerosol,,area: areacella,,
1.0,Load of Dust,kg m-2,atmosphere_dust_content,,loaddust,atmosphere_mass_content_of_dust_dry_aerosol,,kg m-2,time: mean,,,,,,real,longitude latitude time,loaddust,aerosol,,area: areacella,,
1.0,Load of Seasalt,kg m-2,atmosphere_seasalt_content,,loadss,atmosphere_mass_content_of_seasalt_dry_aerosol,,kg m-2,time: mean,,,,,,real,longitude latitude time,loadss,aerosol,,area: areacella,,
1.0,Load of NO3,kg m-2,atmosphere_nitrate_content,,loadno3,atmosphere_mass_content_of_nitrate_dry_aerosol,,kg m-2,time: mean,,,,,,real,longitude latitude time,loadno3,aerosol,,area: areacella,,
3.0,Load of NH4,kg m-2,atmosphere_ammonium_content,,loadnh4,atmosphere_mass_content_of_ammonium_dry_aerosol,,kg m-2,time: mean,,,,,,real,longitude latitude time,loadnh4,aerosol,,area: areacella,,
,Surface Concentrations,,,,,,,,,,,,,,,,,,,,,
3.0,Surface Concentration of Dry Aerosol Organic Matter,kg m-3,"mass_concentration_of_organic_aerosol_in_air: In model lowest layer (The location of the model's lowest layer should be recorded in the netCDF output file).  This is the sum of concentrations of primary and secondary organic aerosol (see next two table entries), and therefore should only be reported if those two components cannot be separately reported.",,sconcoa,mass_concentration_of_particulate_organic_matter_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,real,"longitude latitude alev1, time",sconcoa,aerosol,,area: areacella,,
3.0,Surface Concentration of Dry Aerosol Primary Organic Matter,kg m-3,mass_concentration_of_primary_organic_aerosol_in_air: In model lowest layer (The location of the model's lowest layer should be recorded in the netCDF output file).  ,,sconcpoa,mass_concentration_of_primary_particulate_organic_matter_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,real,"longitude latitude alev1, time",sconcpoa,aerosol,,area: areacella,,
3.0,Surface Concentration of Dry Aerosol Secondary Organic Matter,kg m-3,"mass_concentration_of_secondary_organic_aerosol_in_air: In model lowest layer (The location of the model's lowest layer should be recorded in the netCDF output file).  If the model lumps SOA with POA, then report their sum as POA.",,sconcsoa,mass_concentration_of_secondary_particulate_organic_matter_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,real,"longitude latitude alev1, time",sconcsoa,aerosol,,area: areacella,,
3.0,Surface Concentration of Black Carbon Aerosol,kg m-3,mass_concentration_of_black_carbon_aerosol_in_air: In model lowest layer (The location of the model's lowest layer should be recorded in the netCDF output file).  ,,sconcbc,mass_concentration_of_black_carbon_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,real,"longitude latitude alev1, time",sconcbc,aerosol,,area: areacella,,
3.0,Surface Concentration of SO4,kg m-3,mass_concentration_of_sulfate_aerosol_in_air: In model lowest layer (The location of the model's lowest layer should be recorded in the netCDF output file).  ,,sconcso4,mass_concentration_of_sulfate_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,real,"longitude latitude alev1, time",sconcso4,aerosol,,area: areacella,,
3.0,Surface Concentration of Dust,kg m-3,mass_concentration_of_dust_aerosol_in_air: In model lowest layer (The location of the model's lowest layer should be recorded in the netCDF output file).  ,,sconcdust,mass_concentration_of_dust_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,real,"longitude latitude alev1, time",sconcdust,aerosol,,area: areacella,,
3.0,Surface Concentration of Seasalt,kg m-3,mass_concentration_of_seasalt_aerosol_in_air: In model lowest layer (The location of the model's lowest layer should be recorded in the netCDF output file).  ,,sconcss,mass_concentration_of_seasalt_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,real,"longitude latitude alev1, time",sconcss,aerosol,,area: areacella,,
3.0,Surface Concentration of NO3,kg m-3,mass_concentration_of_nitrate_aerosol_in_air: In model lowest layer (The location of the model's lowest layer should be recorded in the netCDF output file).  ,,sconcno3,mass_concentration_of_nitrate_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,real,"longitude latitude alev1, time",sconcno3,aerosol,,area: areacella,,
3.0,Surface Concentration of NH4,kg m-3,mass_concentration_of_ammonium_aerosol_in_air: In model lowest layer (The location of the model's lowest layer should be recorded in the netCDF output file).  ,,sconcnh4,mass_concentration_of_ammonium_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,real,"longitude latitude alev1, time",sconcnh4,aerosol,,area: areacella,,
,Clouds and Radiation,,,,,,,,,,,,,,,,,,,,,
2.0,Surface Diffuse Downward Shortwave Radiation,W m-2,downwelling_diffuse_shortwave_flux_in_air,,rsdsdiff,,downwelling_diffuse_shortwave_flux_in_air,W m-2,time: mean,,,,,,real,longitude latitude time,rsdsdiff,aerosol land,,area: areacella,,
2.0,Surface Diffuse Downward Clear Sky Shortwave Radiation,W m-2,downwelling_diffuse_shortwave_flux_in_air_assuming_clear_sky,,rsdscsdiff,,downwelling_diffuse_shortwave_flux_in_air_assuming_clear_sky,W m-2,time: mean,,,,,,real,longitude latitude time,rsdscsdiff,aerosol land,,area: areacella,,
1.0,Cloud-Top Effective Droplet Radius,m,"Droplets are liquid only.  Report effective radiaus ""as seen from space"" over liquid cloudy portion of grid cell.  This is the value from uppermost model layer with liquid cloud or, if available, it is better to sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Weight by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.",,reffclwtop,,cloud_droplet_effective_radius_at_liquid_water_cloud_top,m,time: mean,,,,,,real,longitude latitude time,reffclwtop,aerosol,,area: areacella,,
1.0,Cloud Droplet Number Concentration of Cloud Tops,m-3,"Droplets are liquid only.  Report concentration ""as seen from space"" over liquid cloudy portion of grid cell.  This is the value from uppermost model layer with liquid cloud or, if available, it is better to sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Weight by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.",,cldncl,,cloud_droplet_number_concentration_in_liquid_water_clouds,m-3,time: mean,,,,,,real,longitude latitude time,cldncl,aerosol,,area: areacella,,
1.0,Ice Crystal Number Concentration of Cloud Tops,m-3,"Report concentration ""as seen from space"" over liquid cloudy portion of grid cell.  This is the value from uppermost model layer with ice cloud or, if available, it is better to sum over all ice cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Weight by total ice cloud top fraction (as seen from TOA) of each time sample when computing monthly mean.",,cldnci,,ice_crystal_number_concentration_in_ice_water_clouds,m-3,time: mean,,,,,,real,longitude latitude time,cldnci,aerosol,,area: areacella,,
1.0,Column Integrated Cloud Droplet Number,m-2,Droplets are liquid only.  Weight by liquid cloud fraction in each layer when vertically integrating.  Weight by total liquid cloud fraction (as seen from TOA) when reporting monthly mean,,cldnvi,atmosphere_number_content_of_cloud_droplets,,m-2,time: mean,,,,,,real,longitude latitude time,cldnvi,aerosol,,area: areacella,,
In CMOR Table aero: 3-D aerosol-related concentrations and properties on model levels,,,,,,,,,,,,,,,,,,,,,,
"1-year samples: 1850 to 1950 every 20 years, 1960 to 2020 every 10 years, 2040 to 2100 every 20 years",,,,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
1.0,Ambient Aerosol Extinction Optical Thickness at 550 nm,m-1,"atmosphere_extinction_due_to_ambient_aerosol: ""ambient"" means ""wetted"".  This and other fields in this table are 3-D.",,ec550aer,,atmosphere_extinction_due_to_ambient_aerosol,m-1,time: mean,,,,,,,longitude latitude alevel time,ec550aer,aerosol,,area: areacella,,
1.0,Concentration of Dry Aerosol Organic Matter,kg m-3,"mass_concentration_of_organic_matter_dry_aerosol_in_air mass concentration of organic matter dry aerosol in air:  This is the sum of concentrations of primary and secondary organic aerosols (see next two table entries), and therefore should only be reported if those two components cannot be separately reported. ",,concoa,mass_concentration_of_particulate_organic_matter_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,,longitude latitude alevel time,concoa,aerosol,,area: areacella,,
1.0,Concentration of Dry Aerosol Primary Organic Matter,kg m-3,mass_concentration_of_primary_organic_matter_dry_aerosol_in_air,,concpoa,mass_concentration_of_primary_particulate_organic_matter_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,,longitude latitude alevel time,concpoa,aerosol,,area: areacella,,
1.0,Concentration of Dry Aerosol Secondary Organic Matter,kg m-3,"mass_concentration_of_secondary_organic_matter_dry_aerosol_in_air: If the model lumps SOA with POA, then report their sum as POA.",,concsoa,mass_concentration_of_secondary_particulate_organic_matter_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,,longitude latitude alevel time,concsoa,aerosol,,area: areacella,,
1.0,Concentration of Biomass Burning Aerosol,kg m-3,mass_concentration_of_biomass_burning_dry_aerosol_in_air,,concbb,,,kg m-3,time: mean,,,,,,,longitude latitude alevel time,concbb,aerosol,,area: areacella,,
1.0,Concentration of Black Carbon Aerosol,kg m-3,mass_concentration_ of_black_carbon_dry_aerosol_in_air,,concbc,mass_concentration_of_black_carbon_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,,longitude latitude alevel time,concbc,aerosol,,area: areacella,,
,,,,,,,,,,,,,,,,,,,,,,
1.0,Concentration of Aerosol Water ,kg m-3,"mass_concentration_of_water_in_ambient_aerosol_in_air: ""ambient"" means ""wetted""",,concaerh2o,mass_concentration_of_water_in_ambient_aerosol_in_air,,kg m-3,time: mean,,,,,,,longitude latitude alevel time,concaerh2o,aerosol,,area: areacella,,
1.0,Concentration of SO4,kg m-3,mass_concentration_of_sulfate_dry_aerosol_in_air,,concso4,mass_concentration_of_sulfate_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,,longitude latitude alevel time,concso4,aerosol,,area: areacella,,
1.0,Mole Fraction of SO2,1.0,mole_fraction_of_sulfur_dioxide_in_air,,concso2,mole_fraction_of_sulfur_dioxide_in_air,,1.0,time: mean,,,,,,,longitude latitude alevel time,concso2,aerosol,,area: areacella,,
1.0,Mole Fraction of DMS,1.0,mole_concentration_of_dimethyl_sulfide_in_air,,concdms,mole_fraction_of_dimethyl_sulfide_in_air,,1.0,time: mean,,,,,,,longitude latitude alevel time,concdms,aerosol,,area: areacella,,
1.0,Concentration of NO3 Aerosol,kg m-3,mass_concentration_ of_nitrate_dry_aerosol_in_air,,concno3,mass_concentration_of_nitrate_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,,longitude latitude alevel time,concno3,aerosol,,area: areacella,,
1.0,Concentration of NH4 ,kg m-3,mass_concentration_of_ammonium_dry_aerosol_in_air,,concnh4,mass_concentration_of_ammonium_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,,longitude latitude alevel time,concnh4,aerosol,,area: areacella,,
1.0,Concentration of Seasalt ,kg m-3,mass_concentration_ of_seasalt_dry_aerosol_in_air,,concss,mass_concentration_of_seasalt_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,,longitude latitude alevel time,concss,aerosol,,area: areacella,,
1.0,Concentration of Dust ,kg m-3,mass_concentration_ of_dust_dry_aerosol_in_air,,concdust,mass_concentration_of_dust_dry_aerosol_in_air,,kg m-3,time: mean,,,,,,,longitude latitude alevel time,concdust,aerosol,,area: areacella,,
2.0,Aerosol Number Concentration,m-3,number_concentration_of_ambient_aerosol_in_air,,conccn,,number_concentration_of_ambient_aerosol_in_air,m-3,time: mean,,,,,,,longitude latitude alevel time,conccn,aerosol,,area: areacella,,
3.0,Number Concentration of Nucleation Mode Aerosol,m-3,number_concentration_of_ambient_aerosol_in_nucleation_mode_in_air: include all particles with diameter smaller than 3 nm,,concnmcn,,number_concentration_of_ambient_aerosol_in_nucleation_mode_in_air,m-3,time: mean,,,,,,,longitude latitude alevel time,concnmcn,aerosol,,area: areacella,,
2.0,Number Concentration Coarse Mode Aerosol,m-3,number_concentration_of_ambient_aerosol_in_coarse_mode_in_air: include all particles with diameter larger than 1 micron,,conccmcn,,number_concentration_of_ambient_aerosol_in_coarse_mode_in_air,m-3,time: mean,,,,,,,longitude latitude alevel time,conccmcn,aerosol,,area: areacella,,
1.0,Stratiform Cloud Droplet Effective Radius,m,"Droplets are liquid.  The effective radius is defined as the ratio of the third moment over the second moment of the particle size distribution and the time-mean should be calculated, weighting the individual samples by the cloudy fraction of the grid cell.",,reffclws,effective_radius_of_stratiform_cloud_liquid_water_particle,,m,time: mean,,,,,,,longitude latitude alevel time,reffclws,aerosol,,area: areacella,,
1.0,Convective Cloud Droplet Effective Radius,m,"Droplets are liquid.  The effective radius is defined as the ratio of the third moment over the second moment of the particle size distribution and the time-mean should be calculated, weighting the individual samples by the cloudy fraction of the grid cell.",,reffclwc,effective_radius_of_convective_cloud_liquid_water_particle,,m,time: mean,,,,,,,longitude latitude alevel time,reffclwc,aerosol,,area: areacella,,
1.0,Cloud Droplet Number Concentration,m-3,Cloud droplet number concentration in liquid clouds,Weighted by the cloud liquid fraction.,cdnc,,,m-3,time: mean,,,,,,,longitude latitude alevel time,cdnc,aerosol,,area: areacella,,
1.0,Ice Crystal Number Concentration,m-3,Ice Crystal number concentration in ice clouds,Weighted by the ice liquid fraction.,inc,,,m-3,time: mean,,,,,,,longitude latitude alevel time,inc,aerosol,,area: areacella,,


