"CMOR Table Omon: Monthly Mean Ocean Fields, Including Biogechemical Fields",,,,,Omon,mon,,,,,,,,,,,,,,,,
(All Saved on the Ocean Grid),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
In CMOR Table Omon: Marine Biogeochemical 2-D Fields,,,,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
2.0,Surface Concentration of (+name of tracer),"mol m-3 or kg m-3 or 1, consistent with first table in Oyr","surface concentrations of all 3D tracers. See first table in Oyr for a complete list of these tracers.  ""Tracer""  concentations should be reported even if they are diagnosed rather than prognostically calculated.",,include Oyr 3D tracers,,,"mol m-3 or kg m-3 or 1, consistent with first table in Oyr",time: mean area: mean where sea,,,,,,real,longitude latitude time,,ocnBgchem,,area: areacello,,
1.0,Primary Organic Carbon Production by All Types of Phytoplankton,mol m-2 s-1,"Vertically integrated total primary (organic carbon) production by phytoplankton.  This should equal the sum of intpdiat+intpphymisc, but those individual components may be unavailable in some models.",,intpp,,net_primary_mole_productivity_of_carbon,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,intpp,ocnBgchem,,area: areacello,,
2.0,Primary Organic Carbon Production by Phytoplankton Based on NO3 Uptake,mol m-2 s-1,Vertically integrated primary (organic carbon) production by phytoplankton based on NO3 alone,,intpnew,,net_new_primary_mole_productivity_of_carbon,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time,intpnew,ocnBgchem,,area: areacello,,
2.0,Primary Organic Carbon Production by Diatoms,mol m-2 s-1,Vertically integrated primary (organic carbon) production by the diatom phytoplankton component alone,,intpdiat,,net_primary_mole_productivity_of_carbon_by_diatoms,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,intpdiat,ocnBgchem,,area: areacello,,
3.0,Net Primary Mole Productivity of Carbon by Diazatrophs,mol m-2 s-1,,,,,net_primary_mole_productivity_of_carbon_by_diazatrophs,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time,0.0,ocnBgchem,,area: areacello,,
3.0,Net Primary Mole Productivity of Carbon by Calcareous Phytoplankton,mol m-2 s-1,,,,,net_primary_mole_productivity_of_carbon_by_calcareous_phytoplankton,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time,0.0,ocnBgchem,,area: areacello,,
3.0,Net Primary Mole Productivity of Carbon by Picophytoplankton,mol m-2 s-1,,,,,net_primary_mole_productivity_of_carbon_by_picophytoplankton,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time,0.0,ocnBgchem,,area: areacello,,
,,,,,,,,,,,,,,,,,,,,,,
3.0,Primary Organic Carbon Production by Other Phytoplankton,mol m-2 s-1,Vertically integrated total primary (organic carbon) production by other phytoplankton components alone,,intpmisc,,net_primary_mole_productivity_of_carbon_by_miscellaneous_phytoplankton,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time,intpmisc,ocnBgchem,,area: areacello,,
3.0,Iron Production,mol m-2 s-1,Vertically integrated biogenic iron production,,intpbfe,,tendency_of_ocean_mole_content_of_iron_due_to_biological_production,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,intpbfe,ocnBgchem,,area: areacello,,
3.0,Silica Production,mol m-2 s-1,Vertically integrated biogenic silica production,,intpbsi,,tendency_of_ocean_mole_content_of_silicon_due_to_biological_production,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time,intpbsi,ocnBgchem,,area: areacello,,
3.0,Calcite Production,mol m-2 s-1,Vertically integrated calcite production,,intpcalc,,tendency_of_ocean_mole_content_of_calcite_expressed_as_carbon_due_to_biological_production,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,intpcalc,ocnBgchem,,area: areacello,,
3.0,Aragonite Production,mol m-2 s-1,Vertically integrated aragonite production,,intparag,,tendency_of_ocean_mole_content_of_aragonite_expressed_as_carbon_due_to_biological_production,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time,intparag,ocnBgchem,,area: areacello,,
1.0,Downward Flux of Particle Organic Carbon at 100M,mol m-2 s-1,sinking flux of organic carbon at 100m,,epc100,,sinking_mole_flux_of_particulate_organic_carbon_in_sea_water,mol m-2 s-1,time: mean area: mean where sea,,,,,down,real,longitude latitude time depth100m,epc100,ocnBgchem,,area: areacello,,
3.0,Downward Flux of Particulate Iron at 100M,mol m-2 s-1,sinking flux of biogenic and scavenged iron at 100m,,epfe100,,sinking_mole_flux_of_particulate_iron_in_sea_water,mol m-2 s-1,time: mean area: where sea,,,,,down,real,longitude latitude time depth100m,epfe100,ocnBgchem,,area: areacello,,
3.0,Downward Flux of Particulate Silica at 100M,mol m-2 s-1,sinking flux of biogenic silica at 100m,,epsi100,,sinking_mole_flux_of_particulate_silicon_in_sea_water,mol m-2 s-1,time: mean area: mean where sea,,,,,down,real,longitude latitude time depth100m,epsi100,ocnBgchem,,area: areacello,,
1.0,Downward Flux of Calcite at 100M,mol m-2 s-1,sinking flux of calcite at 100m,,epcalc100,,sinking_mole_flux_of_calcite_expressed_as_carbon_in_sea_water,mol m-2 s-1,time: mean area: where sea,,,,,down,real,longitude latitude time depth100m,epcalc100,ocnBgchem,,area: areacello,,
1.0,Downward Flux of Aragonite at 100M,mol m-2 s-1,sinking flux of aragonite at 100m,,eparag100,,sinking_mole_flux_of_aragonite_expressed_as_carbon_in_sea_water,mol m-2 s-1,time: mean area: mean where sea,,,,,down,real,longitude latitude time depth100m,eparag100,ocnBgchem,,area: areacello,,
2.0,Dissolved Inorganic Carbon Content,kg m-2,Vertically integrated DIC,,intdic,,ocean_mass_content_of_dissolved_inorganic_carbon,kg m-2,time: mean area: where sea,,,,,,real,longitude latitude time,intdic,ocnBgchem,,area: areacello,,
1.0,Surface Aqueous Partial Pressure of CO2,Pa,Surface aqueous partial pressure of CO2,,spco2,surface_partial_pressure_of_carbon_dioxide_in_sea_water,,Pa,time: mean area: mean where sea,,,,,,real,longitude latitude time,spco2,ocnBgchem,,area: areacello,,
3.0,Delta PCO2,Pa,Difference between atmospheric and oceanic partial pressure of CO2 (positive meaning ocean > atmosphere),,dpco2,,surface_carbon_dioxide_partial_pressure_difference_between_sea_water_and_air,Pa,time: mean area: where sea,,,,,,real,longitude latitude time,dpco2,ocnBgchem,,area: areacello,,
3.0,Delta PO2,Pa,Difference between atmospheric and oceanic partial pressure of O2 (positive meaning ocean > atmosphere),,dpo2,,surface_oxygen_partial_pressure_difference_between_sea_water_and_air,Pa,time: mean area: mean where sea,,,,,,real,longitude latitude time,dpo2,ocnBgchem,,area: areacello,,
1.0,Surface Downward CO2 Flux,kg m-2 s-1,Gas exchange flux of CO2 (positive into ocean),"For consistency with other fluxes, shouldn't this have units of mol m-2 s-1.   No it is better in these units for direct comparison with surface fluxes of CO2 on land",fgco2,,surface_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon,kg m-2 s-1,time: mean area: where sea,,,,,down,real,longitude latitude time,fgco2,ocnBgchem,,area: areacello,,
1.0,Surface Downward O2 Flux,mol m-2 s-1,Gas exchange flux of O2 (positive into ocean),,fgo2,,surface_downward_mole_flux_of_molecular_oxygen,mol m-2 s-1,time: mean area: mean where sea,,,,,down,real,longitude latitude time,fgo2,ocnBgchem,,area: areacello,,
3.0,Surface Upward DMS Flux,mol m-2 s-1,Gas exchange flux of DMS (positive into atmosphere),,fgdms,,surface_upward_mole_flux_of_dimethyl_sulfide,mol m-2 s-1,time: mean area: where sea,,,,,up,real,longitude latitude time,fgdms,ocnBgchem,,area: areacello,,
3.0,Flux of Carbon Into Ocean Surface by Runoff and Sediment Dissolution,mol m-2 s-1,Carbon supply to ocean through runoff and sediment dissolution (neglects gas exchange),,fsc,,tendency_of_ocean_mole_content_of_carbon_due_to_runoff_and_sediment_dissolution,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,fsc,ocnBgchem,,area: areacello,,
3.0,Downward Carbon Flux at Ocean Bottom,mol m-2 s-1,Carbon loss to sediments,,frc,,tendency_of_ocean_mole_content_of_carbon_due_to_sedimentation,mol m-2 s-1,time: mean area: where sea,,,,,down,real,longitude latitude time,frc,ocnBgchem,,area: areacello,,
3.0,Nitrogen Fixation Rate in Ocean,mol m-2 s-1,Vertically integrated nitrogen fixation,,intpn2,,tendency_of_ocean_mole_content_of_elemental_nitrogen_due_to_fixation,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,intpn2,ocnBgchem,,area: areacello,,
3.0,Surface Downward Net Flux of Nitrogen,mol m-2 s-1,"N supply through deposition flux onto sea surface, nitrogen fixation, and runoff",,fsn,,tendency_of_ocean_mole_content_of_elemental_nitrogen_due_to_deposition_and_fixation_and_runoff,mol m-2 s-1,time: mean area: where sea,,,,,down,real,longitude latitude time,fsn,ocnBgchem,,area: areacello,,
3.0,Nitrogen Loss to Sediments and through Denitrification,mol m-2 s-1,N loss to sediment and water column denitrification,,frn,,tendency_of_ocean_mole_content_of_elemental_nitrogen_due_to_denitrification_and_sedimentation,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,frn,ocnBgchem,,area: areacello,,
3.0,Surface Downward Net Flux of Iron,mol m-2 s-1,"Iron supply through deposition flux onto sea surface, runoff, coasts, sediments, etc",,fsfe,,tendency_of_ocean_mole_content_of_iron_due_to_deposition_and_runoff_and_sediment_dissolution,mol m-2 s-1,time: mean area: where sea,,,,,down,real,longitude latitude time,fsfe,ocnBgchem,,area: areacello,,
3.0,Iron Loss to Sediments,mol m-2 s-1,Iron loss to sediments,,frfe,,tendency_of_ocean_mole_content_of_iron_due_to_sedimentation,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,frfe,ocnBgchem,,area: areacello,,
3.0,Oxygen Minimum Concentration,mol m-3,Vertical minimum concentration of dissolved oxygen gas,,o2min,,mole_concentration_of_molecular_oxygen_in_sea_water_at_shallowest_local_minimum_in_vertical_profile,mol m-3,time: mean area: where sea depth: minimum,,,,,,real,longitude latitude time,o2min,ocnBgchem,,area: areacello,,
3.0,Depth of Oxygen Minimum Concentration,m,"Depth of vertical minimum concentration of dissolved oxygen gas (if two, then the shallower)",,zo2min,,depth_at_shallowest_local_minimum_in_vertical_profile_of_mole_concentration_of_molecular_oxygen_in_sea_water,m,time: mean area: mean where sea,,,,,,real,longitude latitude time,zo2min,ocnBgchem,,area: areacello,,
3.0,Calcite Saturation Depth,m,"Depth of calcite saturation horizon (0 if < surface, ""missing"" if > bottom, if two, then the shallower)",,zsatcalc,,minimum_depth_of_calcite_undersaturation_in_sea_water,m,time: mean area: where sea,,,,,,real,longitude latitude time,zsatcalc,ocnBgchem,,area: areacello,,
3.0,Aragonite Saturation Depth,m,"Depth of aragonite saturation horizon (0 if < surface, ""missing""  if > bottom, if two, then the shallower)",,zsatarag,,minimum_depth_of_aragonite_undersaturation_in_sea_water,m,time: mean area: mean where sea,,,,,,real,longitude latitude time,zsatarag,ocnBgchem,,area: areacello,,
3.0,Rate of Change in Upper 100 m of Net Dissolved Inorganic Carbon,mol m-2 s-1,Net time rate of change of dissolved inorganic carbon in upper 100m,,fddtdic,,tendency_of_ocean_mole_content_of_dissolved_inorganic_carbon,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time olayer100m,fddtdic,ocnBgchem,,area: areacello,,
3.0,Rate of Change in Upper 100 m of Net Dissolved Inorganic Nitrogen,mol m-2 s-1,Net time rate of change of nitrogen nutrients (e.g. NO3+NH4) in upper 100m,,fddtdin,,tendency_of_ocean_mole_content_of_dissolved_inorganic_nitrogen,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time olayer100m,fddtdin,ocnBgchem,,area: areacello,,
3.0,Rate of Change in Upper 100 m of Net Dissolved Inorganic Phosphate,mol m-2 s-1,vertical integral of net  time rate of change of phosphate in upper 100m,,fddtdip,,tendency_of_ocean_mole_content_of_dissolved_inorganic_phosphorus,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time olayer100m,fddtdip,ocnBgchem,,area: areacello,,
3.0,Rate of Change in Upper 100 m of Net Dissolved Inorganic Iron,mol m-2 s-1,vertical integral of net time rate of change of dissolved inorganic iron in upper 100m,,fddtdife,,tendency_of_ocean_mole_content_of_dissolved_inorganic_iron,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time olayer100m,fddtdife,ocnBgchem,,area: areacello,,
3.0,Rate of Change in Upper 100 m of Net Dissolved Inorganic Silicate,mol m-2 s-1,vertical integral of net time rate of change of dissolved inorganic silicate in upper 100m,,fddtdisi,,tendency_of_ocean_mole_content_of_dissolved_inorganic_silicon,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time olayer100m,fddtdisi,ocnBgchem,,area: areacello,,
3.0,Rate of Change in Upper 100 m of Alkalinity,mol m-2 s-1,vertical integral of net time rate of change of alkalinity in upper 100m,,fddtalk,,integral_wrt_depth_of_tendency_of_sea_water_alkalinity_expressed_as_mole_equivalent,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time olayer100m,fddtalk,ocnBgchem,,area: areacello,,
3.0,Rate of Change in Upper 100 m of Dissolved Inorganic Carbon due to Biological Activity,mol m-2 s-1,vertical integral of net biological terms in time rate of change of dissolved inorganic carbon in upper 100m,,fbddtdic,,tendency_of_ocean_mole_content_of_dissolved_inorganic_carbon_due_to_biological_processes,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time olayer100m,fbddtdic,ocnBgchem,,area: areacello,,
3.0,Rate of Change in Upper 100 m of Dissolved Inorganic Nitrogen due to Biological Activity,mol m-2 s-1,vertical integral of net biological terms in time rate of change of nitrogen nutrients (e.g. NO3+NH4) in upper 100m,,fbddtdin,,tendency_of_ocean_mole_content_of_dissolved_inorganic_nitrogen_due_to_biological_processes,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time olayer100m,fbddtdin,ocnBgchem,,area: areacello,,
3.0,Rate of Change in Upper 100 m of Dissolved Inorganic Phosphate due to Biological Activity,mol m-2 s-1,vertical integral of net biological terms in time rate of change of phosphate in upper 100m,,fbddtdip,,tendency_of_ocean_mole_content_of_dissolved_inorganic_phosphorus_due_to_biological_processes,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time olayer100m,fbddtdip,ocnBgchem,,area: areacello,,
3.0,Rate of Change in Upper 100 m of Dissolved Inorganic Iron due to Biological Activity,mol m-2 s-1,vertical integral of net biological terms in time rate of change of dissolved inorganic iron in upper 100m,,fbddtdife,,tendency_of_ocean_mole_content_of_dissolved_inorganic_iron_due_to_biological_processes,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time olayer100m,fbddtdife,ocnBgchem,,area: areacello,,
3.0,Rate of Change in Upper 100 m of Dissolved Inorganic Silicate due to Biological Activity,mol m-2 s-1,vertical integral of net biological terms in time rate of change of dissolved inorganic silicate in upper 100m,,fbddtdisi,,tendency_of_ocean_mole_content_of_dissolved_inorganic_silicon_due_to_biological_processes,mol m-2 s-1,time: mean area: where sea,,,,,,real,longitude latitude time olayer100m,fbddtdisi,ocnBgchem,,area: areacello,,
3.0,Rate of Change in Upper 100 m of Biological Alkalinity due to Biological Activity,mol m-2 s-1,vertical integral of net biological terms in time rate of change of alkalinity in upper 100m,,fbddtalk,,integral_wrt_depth_of_tendency_of_sea_water_alkalinity_expressed_as_mole_equivalent_due_to_biological_processes,mol m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time olayer100m,fbddtalk,ocnBgchem,,area: areacello,,
"Further explanation of the fields in the following tables can be found in Griffies et al., available at  http://eprints.soton.ac.uk/65415/01/137_WGOMD_ModelOutput.pdf .  ",,,,,,,,,,,,,,,,,,,,,,
In CMOR Table Omon: WGOMD Table 2.2,,,,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
1.0,Sea Water Mass ,kg ,,,masso,sea_water_mass,,kg ,time: mean area: sum where sea,,,,,,real,time,masso,ocean,,,,
1.0,Sea Water Pressure at Sea floor ,dbar ,,,pbo,sea_water_pressure_at_sea_floor,,dbar ,time: mean,,,,,,real,longitude latitude time,pbo,ocean,,area: areacello,,
2.0,Sea Water Pressure at Sea Water Surface ,dbar ,,,pso,sea_water_pressure_at_sea_water_surface,,dbar ,time: mean,,,,,,real,longitude latitude time,pso,ocean,,area: areacello,,
1.0,Sea Water Volume ,m3,,,volo,sea_water_volume,,m3,time: mean area: sum where sea,,,,,,real,time,volo,ocean,,,,
1.0,Sea Surface Height Above Geoid ,m ,,,zos,sea_surface_height_above_geoid,,m ,time: mean,,,,,,real,longitude latitude time,zos,ocean,,area: areacello,,
3.0,Square of Sea Surface Height Above Geoid ,m2,,,zossq,square_of_sea_surface_height_above_geoid,,m2,time: mean,,,,,,real,longitude latitude time,zossq,ocean,,area: areacello,,
1.0,Global Average Sea Level Change ,m ,,,zosga,global_average_sea_level_change,,m ,time: mean area: mean where sea,,,,,,real,time,zosga,ocean,,,,
1.0,Global Average Steric Sea Level Change ,m ,,,zossga,global_average_steric_sea_level_change,,m ,time: mean area: mean where sea,,,,,,real,time,zossga,ocean,,,,
1.0,Global Average Thermosteric Sea Level Change ,m ,,,zostoga,global_average_thermosteric_sea_level_change,,m ,time: mean area: mean where sea,,,,,,real,time,zostoga,ocean,,,,
1.0,Sea Water Mass Per Unit Area ,kg m-2,,,masscello,sea_water_mass_per_unit_area,,kg m-2,time: mean,,,,,,real,longitude latitude olevel time,masscello,ocean,,area: areacello volume: volcello,,
1.0,Ocean Model Cell Thickness ,m ,,,thkcello,cell_thickness,,m ,time: mean,,,,,,real,longitude latitude olevel time,thkcello,ocean,,area: areacello volume: volcello,,
1.0,Sea Water Potential Temperature ,K ,,,thetao,sea_water_potential_temperature,,K ,time: mean,,,,,,real,longitude latitude olevel time,thetao,ocean,,area: areacello volume: volcello,,
1.0,Global Average Sea Water Potential Temperature ,K ,,,thetaoga,sea_water_potential_temperature,,K ,time: mean area: mean where sea,,,,,,real,time,thetaoga,ocean,,,,
2.0,Sea Surface Temperature ,K ,"this may differ from ""surface temperature"" in regions of sea ice.",,tos,sea_surface_temperature,,K ,time: mean,,,,,,real,longitude latitude time,tos,ocean,,area: areacello,,
,,,,,,,,,,,,,,,,,,,,,,
3.0,Square of Sea Surface Temperature ,K2 ,,,tossq,square_of_sea_surface_temperature,,K2 ,time: mean,,,,,,real,longitude latitude time,tossq,ocean,,area: areacello,,
,,,,,,,,,,,,,,,,,,,,,,
1.0,Sea Water Salinity ,psu ,,,so,sea_water_salinity,,psu ,time: mean,,,,,,real,longitude latitude olevel time,so,ocean,,area: areacello volume: volcello,,
1.0,Global Mean Sea Water Salinity ,psu ,,,soga,sea_water_salinity,,psu ,time: mean area: mean where sea,,,,,,real,time,soga,ocean,,,,
2.0,Sea Surface Salinity ,psu ,,,sos,sea_surface_salinity,,psu ,time: mean,,,,,,real,longitude latitude time,sos,ocean,,area: areacello,,
3.0,Sea Water Potential Density ,kg m-3,,,rhopoto,sea_water_potential_density,,kg m-3,time: mean,,,,,,real,longitude latitude olevel time,rhopoto,ocean,,area: areacello volume: volcello,,
3.0,Sea Water Age Since Surface Contact ,yr ,,,agessc,sea_water_age_since_surface_contact,,yr ,time: mean,,,,,,real,longitude latitude olevel time,agessc,ocean,,area: areacello volume: volcello,,
3.0,Moles Per Unit Mass of CFC-11 in Sea Water ,mol kg-1 ,,,cfc11,moles_of_cfc11_per_unit_mass_in_sea_water,,mol kg-1 ,time: mean,,,,,,real,longitude latitude olevel time,cfc11,ocean,,area: areacello volume: volcello,,
3.0,Ocean Barotropic Mass Streamfunction ,kg s-1,differs from CMIP3 because it includes mass.,,msftbarot,ocean_barotropic_mass_streamfunction,,kg s-1,time: mean,,,,,,real,longitude latitude time,msftbarot,ocean,,area: areacello,,
3.0,Ocean Mixed Layer Thickness Defined by Sigma T ,m ,,,mlotst,ocean_mixed_layer_thickness_defined_by_sigma_t,,m ,time: mean,,,,,,real,longitude latitude time,mlotst,ocean,,area: areacello,,
3.0,Square of Ocean Mixed Layer Thickness Defined by Sigma T ,m2,,,mlotstsq,square_of_ocean_mixed_layer_thickness_defined_by_sigma_t,,m2,time: mean,,,,,,real,longitude latitude time,mlotstsq,ocean,,area: areacello,,
3.0,Mean Daily Maximum Ocean Mixed Layer Thickness Defined by Mixing Scheme ,m ,,,omldamax,ocean_mixed_layer_thickness_defined_by_mixing_scheme,,m ,time: maximum within days time: mean over days,,,,,,real,longitude latitude time,omldamax,ocean,,area: areacello,,
